,Unnamed: 0,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
184,184,283488,303,1100,the gift,2015,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",the punk singer,2013,Sini Anderson,"Tobi Vail, Kathleen Hanna, Joan Jett, Billy Karren, Kathi Wilcox, Johanna Fateman, JD Samson, Alison Clancy, Tavi Gevinson, Amanda Huhn, Nathan Affield, Rachel Hass, Rebecca Keith, Amy Cimini, Seth Garrison, Katherine Young, Kaia Wilson, Tammy Rae Carland, Becca Albee, Corin Tucker, Allison Wolfe, Leslie Ann Powers, Lynn Breedlove, Sara Marcus, Carrie Brownstein, Kim Gordon, Jennifer Baumgardner, Anna Joy Springer, Tamra Davis, Gloria Steinem, Dr. Leo Galland, M.D., Michael O'Neill, Tami Hart, Coo Gordon Moore, Lilly Daiber, Emma Weed, Lucas Kendall, Murray Hill, Kenny Mellman, Carmine Covelli, Sara Landeau",0
383,383,582577,2248,2293,the limehouse golem,2016,Juan Carlos Medina,"Douglas Booth, Olivia Cooke, Sam Reid, Mara Valverde",the signal,2014,William Eubank,"Laurence Fishburne, Brenton Thwaites, Olivia Cooke, Beau Knapp, Lin Shaye, Robert Longstreet, Patrick Davidson, Jeffrey Grover, Roy Kenny, Timothy Holmes, Ricardo Campos, Drew Sykes",0
489,489,737089,1810,2848,the girl with all the gifts,2016,Colm McCarthy,"Sennia Nanua, Fisayo Akinade, Dominique Tipper, Paddy Considine",the girl with all the gifts,2017,Colm McCarthy,"Gemma Arterton, Paddy Considine, Glenn Close, Sennia Nanua, Anamaria Marinca, Fisayo Akinade, Anthony Welsh, Dominique Tipper, Abigail Sams, Amy Newey, Elizabeth Anne Fuller, Eve Daly, Richard Price, Lobna Futers, Staci Crowe, Daniel Eghan, Tessa Morris, Elise Reed, Matthew Smallwood, Ross Green, Amy Floyd, Zak Holland, Sean Evans, A.K. Steppa, Macey Ward, Jim Macie, Pete Buzzsaw Holland, Joshua Smallwood, Daniel Evans, Samantha Rushton, Alex Reed, Pamela DeAbreu, Ita O'Brien, Tina Holland, Joe Lomas, Laura Marie Howard, Eli Lane, Ryan Isaac, Ria Lopez, Paul Capatal, Matt Adcock, Jing Lang, Philip Campbell, Megan Lane, Yusuf Bassir, Elizabeth-Anne Fuller, Sean Garratt, Ian Haddock, Will Brooks, Joel Sheldon, Emily Jane Brooks, Rayn Khan, Steven Woodcock, Jennifer Day, Julie-Anne Evason, Elena Koneska, Alexandria Wright, Gabriel McMullan, Thomas Baker, Josh Boffin, Grace McGee, Maisie Clayton, Savannah Twaite, Alicia I. Morris, Leila Al-Yousuf, Marcus A. Wilder, Jayden Hanley, Nina Rundle, Luke Jones, Callum Lloyd, Dylan McMullan, Steve Parker, Ebru Anik, Connor Pratt, Shay Gutteridge, Adele Wade, Christopher Green, Ryan Green",1
275,275,411000,1007,1632,the babadook,2014,Jennifer Kent,"Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney",the gallows,2015,"Travis Cluff, Chris Lofing","Cassidy Gifford, Pfeifer Brown, Ryan Shoos, Reese Mishler, Alexis Schneider, Price T. Morgan, Mackie Burt, Travis Cluff, Melissa Bratton, ThÂ­‚Â©o Burkhardt, David Herrera, Gannon DelFierro, Adrian Salas, John Hales, Mark Hales, Shannon Wetzel, Caeleb Trace, Theo Stratigos, Paris Cluff, Jason James, Matt Benson, Kelly Davis, Ryan Wade, Trina Short, Ed Osuna, Shirley Hales, Jordan Hunter, Rebecca Dowty, Karen Kidder, Ed Nicolls, Daniel Short, Dave Kidder, Corey Costelloe, Derrik Carter, Nathan Healy, Jesse Cross, John Tanksly, Blake Taylor, Steven Hrdlicka, Jerris Ramirez, Terry Meyers, Kelley Yeager, Richie Mirlez, Burkelee Woods, Chris Akers, Jacob Burnett, Gabriela Duran, Milan Duran, Madison Ballew, Curt Barrow, Elaine Beckham, Alexa Benson, Jeff Smith, Brandon Cornejo, Brad Jacobson, Dorothy Snyder, Tom Milne, Paul Rutigliano, Reece Mishler",0
294,294,435835,678,1745,kick-ass 2,2013,Jeff Wadlow,"Aaron Taylor-Johnson, Chlo Grace Moretz, Christopher Mintz-Plasse, Jim Carrey",kick-ass 2,2013,Jeff Wadlow,"Aaron Taylor-Johnson, ChloÂ­\ Grace Moretz, Christopher Mintz-Plasse, John Leguizamo, Donald Faison, Robert Emms, Jim Carrey, Enzo Cilenti, Morris Chestnut, Yancy Butler, Claudia Lee, Amy Anzel, Clark Duke, Augustus Prew, Mary Kitchen, Matt Steinberg, Steven Mackintosh, Monica Dolan, Garrett M. Brown, Lyndsy Fonseca, Tom Benedict Knight, Sophie Wu, Paul Raposo, David Vena, Chris Chan Lee, Trevor Allan Davis, Lindy Booth, Cinna Vesterberg-Rosa, Ella Purnell, Tanya Fear, Charlie Clapham, Chuck Liddell, Daniel Kaluuya, Trenyce Cobbins, Wesley Morgan, King Lau, Benedict Wong, Chantelle Chung, Andy Nyman, Tom Wu, Olga Kurkulina, Angelica Jopling, Dimitry Arvantis, Iain Glen, Eben Young, John Bregar, Mike Chute, Chris Cordell, Shane Daly, Kevin Kase, Martin Roach, John Schwab, Todd Boyce, Jesse Camacho, Stewart Scudamore, Mif, Rob Archer, James Cutler, Adam Bond",1
445,445,674633,1222,2606,the executioners,2017,Giorgio Serafini,"Natalie Burn, Jemma Dallender, Rachel Rosenstein, Justin Fischer",the finest hours,2016,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana, Josh Stewart, Holliday Grainger, John Ortiz, Kyle Gallner, Graham McTavish, Rachel Brosnahan, John Magaro, Michael Raymond-James, Ben Koldyke, Abraham Benrubi, Keiynan Lonsdale, Beau Knapp, Kristen Annese, Larry Eudene, Matthew Maher, London Hall, Patrick Walsh, Alexander Cook, Kate Jurdi, Karl Carlo Green, Ernest Anemone, John Gigliotti, Michael Steven Swanson, Jesse Gabbard, Joseph Oliveira, Steve Rasetta, Justin Blanchard, Kate Crowley, Roberto Lopez, Robert Glenn, Angela Hope Smith, Jay Street, Harley Harrison, Stew Replogle, Danny Connelly (II), George J. Vezina, Michael Marchand, Gene Harrison, David Riccio, Jr., David Riccio Jr., Nicholas Varga, Lance Norris, Bobby Kenney, Polly Pillsbury, Michael Maggiani, Trevor Dylan, Rachel Ramey, Savannah Rae Allen, Carl M. Reppucci, John Vincent Mason, Joseph E.G. Barrett, Doug McHugh, Joseph Aubrey II, Joseph Aubrey II, Thomas Brogan, Savanna Young-Norris, Savanna Young",0
182,182,279597,1429,1084,the spectacular now,2013,James Ponsoldt,"Miles Teller, Shailene Woodley, Kyle Chandler, Jennifer Jason Leigh",the overnight,2015,Patrick Brice,"Adam Scott, Jason Schwartzman, Taylor Schilling, Judith GodrÂ­\che, RJ Hermes, Kyle Field, Sarah DeVincentis, Sophia Alison, Ally Anderson, Nancy Dillon, Avalon Economon, Abbie Gill, Gail Honeystein, Bit Kernodle, Max Moritt, Susan Traylor, Y Lambremont, Sarah Lambremont, Jim Turner",0
456,456,678795,2224,2621,the current war,2017,Alfonso Gomez-Rejon,"Tom Holland, Katherine Waterston, Benedict Cumberbatch, Michael Shannon",the mummy,2017,Alex Kurtzman,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella, Jake Johnson (XVI), Courtney B. Vance, Marwan Kenzari, Simon Atherton, Sean Cameron Michael, Rez Kempton, Stephen Thompson, James Arama, Matthew Wilkas, Sohm Kapila, Erol Ismail, Selva Rasalingham, Shanina Shaik, Javier Botet, Hadrian Howard, Dylan Smith, Parker Sawyers, Neil Maskell, Rhona Croker, Andrew Brooke, Timothy Allsop, Grace Chilton, Hannah Ankrah",0
80,80,124858,2727,491,the fundamentals of caring,2016,Rob Burnett,"Craig Roberts, Paul Rudd, Selena Gomez, Alex Huff",the fundamentals of caring,2016,Rob Burnett,"Paul Rudd, Craig Roberts, Selena Gomez, Bobby Cannavale, Jennifer Ehle, Megan Ferguson, Julia Denton, Bill Murphey, Samantha Huskey, Alex Huff, Ashley White, Donna Biscoe, Matthew Pruitt, Alan Boell, Robert Walker Branchaud, Eric Singer, James Donadio, Matt Mercurio, Frederick Weller",1
307,307,450015,256,1807,the jungle book,2016,Jon Favreau,"Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba",the walk,2015,Robert Zemeckis,"Joseph Gordon-Levitt, Charlotte Le Bon, Ben Kingsley, James Badge Dale",0
258,258,399991,1799,1581,american honey,2016,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi",american honey,2016,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi, Arielle Holmes, Crystal Ice, Shawna Rae Moseley, Crystal B. Ice, Verronikah Ezell, Chad McKenzie Cox, Garry Howell, Kenneth Kory Tucker, Raymond Coalson, Isaiah Stone, Dakota Powers, Christopher David Wright, Will Patton",1
11,11,8298,1792,24,wild,2014,Jean-Marc Valle,"Reese Witherspoon, Laura Dern, Gaby Hoffmann, Michiel Huisman",wild,2014,Jean-Marc VallÃ©e,"Reese Witherspoon, Thomas Sadoski, Michiel Huisman, W. Earl Brown, Gaby Hoffmann, Kevin Rankin, Laura Dern, Mo McRae, Keene McRae, Brian Van Holt, Cliff De Young, Will Cuddy, Leigh Parker, Nick Eversman, Ray Mist, Randy Schulman, Cathryn de Prume, Kurt Conroyd, Ted DeChatelet, Jeffree Newman, Lorraine Bahr, Jerry Carlton, Kevin Michael Moore, Debra Pralle, Gray Eubank, Anne Sorce, Charles Baker (II), J.D. Evermore, Beth Hall, Jan Hoag, Carlee McManus, Art Alexakis, Anne Gee Byrd, Evan O'Toole, Jeanine Jackson, Jason Newell, Barry O'Neill, Barry O'Neil, Richard Morris, Bobbi Strayed Lindstrom, Robert Alan Barnett, William Nelson, Tony Doupe, Dan Considine, Andrew Saunderson, Greg James (XII), Orianna Herrman, Brian Borcherdt, Eric D. Johnson, Matt Pascua, Edric Carter, Matthew Noyes, John Dickerson, Jr., Denise McSweeny, Alina Gatti, Henry Shotwell, Cheryl Strayed",1
378,378,574197,542,2254,rush,2013,Ron Howard,"Daniel Brhl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara",rush,2013,Ron Howard,"Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, Stephen Mangan, Christian McKay, Julian Rhind-Tutt, Alistair Petrie, David Calder, Daniel BrÂ¼hl, Colin Stinton, Jamie De Courcey, Augusto Dall'ara, Ilario Calvo, Patrick Baladi, Natalie Dormer, Vincent Riotta, Martin Savage, Jamie Sives, Simon Taylor, Rob Austin, Tom Wlaschiha, Cristian Solimeno, James Norton, Josephine de la Baume, Geoffrey Streatfield, Julien Vialon, Douglas Reith, Polly Furnival, Brooke Johnston, Hannah Britland, Lisa McAllister, Hans-Eckart Eckhardt, Vanessa Zachos, Val Jobara, Xavier Laurent, Zack Niizato, Akira Koieyama, Klaus D. Mund, Folker Banik, Andreas Engelmann, Jochen Kolenda, Roger Nevares, Vanda Dadras, Raffaello Degruttola, Luca Zizzari, Alastair Caldwell, Alan Bayer, Joe Ferrera, Bob Constanduros, Christian Feist, Marco Canadea, Eiji Mihara, Demitri Goritsas, Jay Simpson, Philippe Spall, Erich Redman, Marcello Walton, Masashi Fujimoto, Rob Cavazos, Paolo Barone, Francesco Fronte, Morris Morrison, Luca Naddeo, Marco Napoli, Cristian Stelluti, Scott Hopkins, Matthew Watkinson, Anthony Wolfe, Jeremy Wolfe, Mark Wright",1
86,86,127194,1379,498,to the bone,2017,Marti Noxon,"Rebekah Kennedy, Lily Collins, Dana L. Wilson, Ziah Colon",the program,2016,Stephen Frears,"Ben Foster, Jesse Plemons, Chris O'Dowd, Dustin Hoffman, Lee Pace, Guillaume Canet, Denis MÇnochet, Laura Donnelly, Elaine Cassidy, J.D. Evermore, Sam Hoare, ChikÇ Okonkwo, Daniel Stewart, Ancuta Breaban, Jorge Leon Martinez, Barrie Martin, Todd Terry, Jay Moses, John Schwab, Nathan Wiley, Christy Meyers, JD Roth-round, Alex Dobrenko, Guy Potter, Lasco Atkins, Hugh O'brien, David G. Robinson, Lesa Thurman, James Harkness, Nicolas Robin, Alexander Bracq, Edward Hogg, Peter Wight, Chris Larkin, Mark Little, Michael G. Wilson, Sid Phoenix, Josh O'Connor, Saskia Reeves, Chloe Hayward, Adam Le Fevre, Brent Langdon, Julien Vialon, Yves Aubert, Paul Kelleher, Philippe Smolikowski, Lucien Guignard, David Bertrand, Sebastizn Gonzzlez, Simon Paisley Day, Geoffrey Freshwater, Joseph Cairns, Susan Snyder, Kari Kleiv, Nikos Poursanidis, Maria Teresa Creasey, Shellia Kennedy, Rosa Bursztein, Denton Blane Everett, Greg Dorchak, Ian Knauer, Gary Weekes, Maud Kleszcz Luszczynski, Andreas Klier, Thomas Dekker, Liam Holohan, Yanto Barker, Colton Jarisch, Joan Horrach, Hugh Wilson, Dirk Bellemakers, Kristian House, SeServais Knaven, Kevin Hulsmans",0
266,266,409006,394,1627,the house,2017,Andrew Jay Cohen,"Will Ferrell, Amy Poehler, Ryan Simpkins, Jason Mantzoukas",the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt, Karen Gillan, Marisa Tomei, Melissa Leo, Finn Wittrock, Max Greenfield, Billy Magnussen, Rafe Spall, Hamish Linklater, John Magaro, Byron Mann, Al Sapienza, Heighlen Boyd, Sue-Lynn Ansari, Brandon Stacy, Jeremy Strong, Sara Finley, Tracy Letts, Lindsay Musil, Ruby Lou Smith, Shona Gastian, Garrett Hines, Aaron V. Williamson, Adepero Oduye, Wayne Pibre, Judd Derek Lormand, Judd Lormand, Shauna Rappold, Dave Davis, Lara Grice, Vanessa Cloke, Candice Harrison, Aiden Flowers, Charlie Talbert, Michael K. Douglas, Carrie Lazar, Nicole Barrib, Billy Slaughter, Emily Bossak, Mark Falvo, Jae Suh Park, Juliet Reeves, Jeff Caperton, Tony Bentley, Hunter Burke, Jay Jablonski, Jaclyn Bethany, Elton LeBlanc, Jeffry Griffin, Nazeema Bartek, Tracy Mann, Paula Shreve, David Kallaway, Erika Vaughn, Tom Buis, Sidney Beitz, Mike R. Moreau, Colin Lawless, Stanley Wong, Holly Ann Perry, Jason Bayle, Andrea Vittoria Alvarado, Kristen Scott, Rajeev Jacob, Tom Bui, Leslie Castay, Marcus Lyle Brown, Lyle Brocato, Anthony Marble, Jack Millard, Tyler Kunkle, Patrick Kearns, Darly Wayne, Jesse Yarborough, Kelly Lind, Ryan Broussard, John Neisler, Daryl Thibodaux, Cynthia LeBlanc, Oscar Gale, David Michael Cefalu, Blaine Kern III, Michelle Torres, Elliott Grey, Peter Epstein, Mark Roman, Christopher Gulas, Michael Rollins, Blaine Kern III, Ronald Joe Vasquez, Jay Potter, Christina Michelle Williams, Paul Campanella, Alicia Davis Johnson, Staci Roberts Steele, Richard R. Corapi, Colette Divine, Candace McAdams, Jamie Gliddon",0
36,36,43697,2229,172,the iceman,2012,Ariel Vromen,"Michael Shannon, Chris Evans, James Franco, Winona Ryder",the lego movie,2014,"Phil Lord, Christopher Miller, Chris McKay","Chris Pratt, Elizabeth Banks, Will Arnett, Morgan Freeman, Will Ferrell, Charlie Day, Liam Neeson, Nick Offerman, Alison Brie, Jonah Hill, Channing Tatum, Craig Berry, Amanda Farinos, Keith Ferguson, Orville Forte, Dave Franco, Todd Hansen, Jake Johnson (XVI), Keegan-Michael Key, Kelly Lafferty, Chris McKay, Christopher Miller, Graham Miller, Doug Nicholas, Shaquille O'Neal, Chris Paluszek, Chris Romano, Jadon Sand, Cobie Smulders, Melissa Sturm, Jorma Taccone, Billy Dee Williams, Leiki Veskimets, David Burrows, Anthony Daniels",0
490,490,738083,2686,2852,the exception,2016,David Leveaux,"Lily James, Jai Courtney, Christopher Plummer, Los van Wijk",the humbling,2015,Barry Levinson,"Al Pacino, Greta Gerwig, Dianne Wiest, Kyra Sedgwick, Nina Arianda, Charles Grodin, Mandy Patinkin, Dylan Baker, Dan Hedaya, VÂ­ctor Cruz, Maria Conte Di Angelis, Ricky Paull Goldin, Billy Porter, Li Jun Li, Peter Francis James, Emily Dorsch, Maria-Christina Oliveras, Katrina E. Perkins, Angela Cohen, Tim Falter, Zack Robidas, Otoja Abit, Jennifer Regan, Richard Hughes, Karah Serine, Lance Roberts, Andrea Barnes, Derrick Arthur, Steve Rosen, Angelica Guillen, Richard Jordan, Suzan Perry, Taivon McKinney, Dennis Lauricella, Adam Lubarsky, Rebecka Ray, Christopher Brian Roach",0
58,58,84055,2177,334,the lorax,2012,"Chris Renaud, Kyle Balda","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms",the giver,2014,Phillip Noyce,"Jeff Bridges, Meryl Streep, Brenton Thwaites, Katie Holmes, Odeya Rush, Taylor Swift, Cameron Monaghan, Emma Tremblay, Alexander SkarsgÃ¥rd",0
41,41,52501,1226,203,the interview,2014,"Evan Goldberg, Seth Rogen","James Franco, Seth Rogen, Randall Park, Lizzy Caplan",the adderall diaries,2016,Pamela Romanowsky,"Ed Harris, Amber Heard, Cynthia Nixon, James Franco, Christian Slater, Wilmer Valderrama, Jim Parrack, TimothÃ©e Chalamet, Danny Flaherty, Tonya Glanz, Michael Cristofer, Raymond T. Williams, Meghan Mazurczyk, Jessica Leccia, Tamzin Brown, Casper Andreas, Rochelle Bostrom, Katrina E. Perkins, Jimmy Lee Gary Jr., Gabriela Fresquez, Laura Frost, Edward M. Kelahan, Julienne Hanzelka Kim, Alex Maizus, Giulia Cicciari, Chris J. Cullen, Jake Katzman, Marian Volk, Lori Burch, Noelle Cristiano, James Farley, Joel Quinones, Ky Soto, Sean Martin, Kevin Michael Kennedy, Eliana Fanders, Giuseppe Cicciari, Eva M. Gross, Gilberto Quinones, Bradley Growden",0
270,270,410703,378,1632,we're the millers,2013,Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms",the gallows,2015,"Travis Cluff, Chris Lofing","Cassidy Gifford, Pfeifer Brown, Ryan Shoos, Reese Mishler, Alexis Schneider, Price T. Morgan, Mackie Burt, Travis Cluff, Melissa Bratton, ThÂ­‚Â©o Burkhardt, David Herrera, Gannon DelFierro, Adrian Salas, John Hales, Mark Hales, Shannon Wetzel, Caeleb Trace, Theo Stratigos, Paris Cluff, Jason James, Matt Benson, Kelly Davis, Ryan Wade, Trina Short, Ed Osuna, Shirley Hales, Jordan Hunter, Rebecca Dowty, Karen Kidder, Ed Nicolls, Daniel Short, Dave Kidder, Corey Costelloe, Derrik Carter, Nathan Healy, Jesse Cross, John Tanksly, Blake Taylor, Steven Hrdlicka, Jerris Ramirez, Terry Meyers, Kelley Yeager, Richie Mirlez, Burkelee Woods, Chris Akers, Jacob Burnett, Gabriela Duran, Milan Duran, Madison Ballew, Curt Barrow, Elaine Beckham, Alexa Benson, Jeff Smith, Brandon Cornejo, Brad Jacobson, Dorothy Snyder, Tom Milne, Paul Rutigliano, Reece Mishler",0
50,50,70967,2848,283,the duel,2016,Kieran Darcy-Smith,"Woody Harrelson, Liam Hemsworth, Alice Braga, Emory Cohen",the dressmaker,2016,Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Hugo Weaving, Sarah Snook, Judy Davis, Caroline Goodall, Julia Blake, Shane Jacobson, Kerry Fox, Rebecca Gibney, James MacKay, Gyton Grantley, Barry Otto, Sacha Horler, Hayley Magnus, Alison Whyte, Shane Bourne, Olivia Sprague, Rachael Lorenz, GeneviÃ¨ve Lemon, Beulah Harridene, Muriel Pratt, Tracy Harvey, Simon Maiden, Terry Norris, Rory Potter, Darcey Wilson, Mark Leonard Winter, Eric Beach, Amanda Woodhams, Ed McSwiney, Stan Leman, Madeleine Hogan, Sage Barreda, Caroline Lee, Gregory Quinn, GeneviÃ¨ve Picot, Margot Knight, Jason Buckley, Fletcher Humphrys, Lucy Moir, Katia Nizic, Grace Rosebirch, Spike Hogan, Roy Barker, Alex DeVos, Judah Hobbs, Lanie Lane, Sandra Talty, Howard Cairns, Malcolm Cole, Simon Farrow, Richard Anastasios, Mike Snow, Adrienne Pickering, Charlotte Friels",0
209,209,322106,2440,1291,winter's tale,2014,Akiva Goldsman,"Colin Farrell, Jessica Brown Findlay, Russell Crowe, Jennifer Connelly",dolphin tale 2,2014,Charles Martin Smith,"Harry Connick Jr., Ashley Judd, Nathan Gamble, Morgan Freeman, Kris Kristofferson, Cozi Zuehlsdorff, Bethany Hamilton, Austin Stowell, Austin Highsmith, Charles Martin Smith, Juliana Harkavy, Betsy Landin, Tom Nowicki, Denis Arndt, Carlos Gomez, Julia Jordan, Lee Karlinsky, Kim Ostrenko, Tom Hillmann, Amanda Jane Powell, Taylor Blackwell, Denisea Wilson, Lauren O'Quinn, Alana Cavanaugh, Madison Absher, Cassie Livingston, Tamara Austin, Jessica Fernandez, Amy Jordan, Damon Sementelli, Jennifer De Castroverde, Jim Coleman, Raheem Babalola, David Yates, Abby Stone, Camelle Zodrow, Hope Hanafin",0
405,405,620978,450,2412,the conjuring,2013,James Wan,"Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor",the judge,2014,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Vincent D'Onofrio, Billy Bob Thornton, Leighton Meester, Jeremy Strong, Dax Shepard, Ken Howard, Emma Tremblay, Balthazar Getty, David Krumholtz, Grace Zabriskie, Denis O'Hare, Sarah Lancaster, Lonnie Farmer, Matt Riedy, Mark Kiely, Jeremy S. Holm, Catherine M. Cummings, Tamara Hickey, Paul-Emile Cendron, Ian Nelson, Carol S. Austin, Marcus D'Angelo, Michael Celata, Bobby Bryan, Cody Pettola, Johnny Orlando, Gary Wayne Farris, Ras Enoch McCurdie, Ian Blackman, John Talalas, Darryl Edwards, Joel Brady, Sarah Burns, Ara Glenn-Johanson, Ara Glenn, Kate Crowley, Peter Michael McDonald, Michael Patrick Kane, Lance Norris, Lenny Clarke, Frank Ridley, Duncan Putney, Pun Bandhu, Jamison Haase, Lucien Spelman, Timothy John Smith, Jonathan Ziese, Brian McGrail, Joyce Greenleaf, Enn Reitel",0
478,478,724305,238,2787,furious 7,2015,James Wan,"Vin Diesel, Paul Walker, Dwayne Johnson, Jason Statham",7 chinese brothers,2015,Bob Byington,"Jason Schwartzman, Stephen Root, Olympia Dukakis, Eleanore Pienta, Tunde Adebimpe, Jonathan Togo, Alex Karpovsky, Alex Ross Perry, John Gatins, Anna Margaret Hollyman, Jimmy Gonzales, Josh Meyer, Ted Beck, Chris Doubek, Grover Coulson, Jennifer Prediger, Charlie LaRose, Michael Tully, Ben Kweller, Dorian Kweller, Ashley Moore, Bob Byington, Erin Dennis, Jordan Hargett, Amanda Chapa, Jayla Martinez, G-Su Paek, Delaney Sparks, Daniel Casal, Michael Chitty, Dustin Silhavey, Jaime Montes, Lupe Gomez, Frances Cornett, Dan Eggleston, June Griffin Garcia, Rachael Hackathorn, James Morgan, Alisha SanMarco, Alisha Lewis, Kristin Miller White, Tracy Abrahams, Timothy Allen Smith, Ashton Chase, Pallavi Chamarthy, D.J. Adams, Marey Ballew, Carol Beelner, Cynthia Cullen, Susan Becmer, Sharon Bonnier, Janet Magajna, Robbin Mitchell, Christopher Bahnsen, JoeAnn Canady, Michael Crawford, Spencer Asher, Thomas Neff, Justin Smalt, John Matthew Walker, Paul Nye, Suzy Tacl, William Benedict, Jacob Burrows, John Burrows",0
424,424,654216,1510,2523,the counselor,2013,Ridley Scott,"Michael Fassbender, Penlope Cruz, Cameron Diaz, Javier Bardem",the salvation,2015,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Mikael Persbrandt, Michael Raymond-James, Alexander Arnold, Nanna land Fabricius, Toke Lars Bjarke, Sean Cameron Michael, Jonathan Pryce, Eric Cantona, Douglas Henshall",0
123,123,172573,128,651,pirates of the caribbean: dead men tell no tales,2017,"Joachim Rnning, Espen Sandberg","Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom",pirates of the caribbean: dead men tell no tales,2017,"Espen Sandberg, Joachim RÃ¸nning","Johnny Depp, Orlando Bloom, Kaya Scodelario, Javier Bardem, Geoffrey Rush, Brenton Thwaites, David Wenham, Stephen Graham, Golshifteh Farahani, Kevin McNally, Martin Klebba, Mahesh Jadu, Jessica Green (XIII), Adam Brown, Mark Preston, Goran D. Kleut, Zoe Ventoura",1
222,222,348459,2686,1383,the exception,2016,David Leveaux,"Lily James, Jai Courtney, Christopher Plummer, Los van Wijk",the exception,2017,David Leveaux,"Lily James, Jai Courtney, Eddie Marsan, Christopher Plummer, Janet McTeer, Ben Daniels",1
62,62,87310,1886,342,the discovery,2017,Charlie McDowell,"Robert Redford, Mary Steenburgen, Brian McCarthy, Jason Segel",the discovery,2017,Charlie McDowell,"Robert Redford, Rooney Mara, Jason Segel, Jesse Plemons, Riley Keough",1
422,422,651451,1303,2515,resident evil: the final chapter,2016,Paul W.S. Anderson,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts",resident evil: the final chapter,2017,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Iain Glen, Shawn Roberts, William Levy, Eoin Macken, Joon-Gi Lee, Fraser James, Ever Anderson",1
130,130,188271,1435,723,irreplaceable you,2018,Stephanie Laing,"Gugu Mbatha-Raw, Michiel Huisman, Steve Coogan, Timothy Simons",irreplaceable you,2018,Stephanie Laing,"Gugu Mbatha-Raw, Michiel Huisman, Steve Coogan, Jacki Weaver, Christopher Walken, Kate McKinnon",1
187,187,286747,599,1114,mom and dad,2017,Brian Taylor,"Nicolas Cage, Selma Blair, Anne Winters, Zackary Arthur",mom and dad,2018,Brian Taylor,"Nicolas Cage, Selma Blair, Anne Winters, Zackary Arthur, Lance Henriksen, Rachel Melvin, Joseph D. Reitman, Olivia Crocicchia, Angie Willmott, Samantha Lemole, Katie Stewart, George Griffith, Nathaniel Sizemore, Ricardo Santos, Dale Miller, Michael Yurchak, Ellen Marguerite Cullivan, James Tackett, Brionne Davis",1
23,23,29219,1800,115,ender's game,2013,Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin",ender's game,2013,Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin, Moises Arias, Jimmy 'Jax' Pinchak, Suraj Parthasarathy, Conor Carroll, Khylin Rhambo, Aramis Knight, Ben Kingsley, Viola Davis, Nonso Anozie, Tony Mirrcandani, Edrick Browne, Han Soto, Jasmine Kaur, Wendy Miklovic, Kyle Clements, Brandon Soo Hoo, Andrea Powell, Stevie Ray Dallimore, Cameron Gaskins, Caleb Thaggard, Chris Coakley, Chase Walker, Gavin Hood",1
43,43,55133,2833,211,the woman in black,2012,James Watkins,"Daniel Radcliffe, Janet McTeer, Ciarn Hinds, Emma Shorey",the angriest man in brooklyn,2014,Phil Alden Robinson,"Robin Williams, Mila Kunis, Peter Dinklage, Melissa Leo, Hamish Linklater, James Earl Jones, Richard Kind, Isiah Whitlock Jr., Sutton Foster, Lee Garlington, Daniel Raymont, Ari Barkan, Joseph Basile, Sunah Bilsted, JosÃ© BÃ¡ez, Kevin Cannon, Hank Chen, Adam Chernick, Roy Milton Davis, David Doumeng, Ayse Eldek, Elli, Sawyer Ever, Chris Gethard, Jeremie Harris, Anthony Jabre, Rock Kohli, Claudia McLain, Olga Merediz, Len Murach, Noah Radcliffe, Da'Vine Joy Randolph, Kirk Taylor, Marcello Thedford",0
