,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star
406,621313,1207,2412,the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder",the judge,2014,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Vincent D'Onofrio, Billy Bob Thornton, Leighton Meester, Jeremy Strong, Dax Shepard, Ken Howard, Emma Tremblay, Balthazar Getty, David Krumholtz, Grace Zabriskie, Denis O'Hare, Sarah Lancaster, Lonnie Farmer, Matt Riedy, Mark Kiely, Jeremy S. Holm, Catherine M. Cummings, Tamara Hickey, Paul-Emile Cendron, Ian Nelson, Carol S. Austin, Marcus D'Angelo, Michael Celata, Bobby Bryan, Cody Pettola, Johnny Orlando, Gary Wayne Farris, Ras Enoch McCurdie, Ian Blackman, John Talalas, Darryl Edwards, Joel Brady, Sarah Burns, Ara Glenn-Johanson, Ara Glenn, Kate Crowley, Peter Michael McDonald, Michael Patrick Kane, Lance Norris, Lenny Clarke, Frank Ridley, Duncan Putney, Pun Bandhu, Jamison Haase, Lucien Spelman, Timothy John Smith, Jonathan Ziese, Brian McGrail, Joyce Greenleaf, Enn Reitel"
407,622065,952,2413,the huntsman: winter's war,2016,Cedric Nicolas-Troyan,"Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt",the huntsman: winter's war,2016,Cedric Nicolas-Troyan,"Chris Hemsworth, Charlize Theron, Emily Blunt, Jessica Chastain, Nick Frost, Sam Claflin, Rob Brydon, Sheridan Smith, Alexandra Roach, Sope Dirisu, Sam Hazeldine, Sophie Cookson, Conrad Khan, Niamh Walter, Nana Agyeman-Bediako, Amelia Crouch, Fred Tatasciore, Ralph Ineson, Lynne Wilmot, Colin Morgan, Robert Portal, Robert Wilfort, David Mumeni, Kara Lily Hayworth, Madeleine Worrall, Osi Okerafor, Chinna Wodu, Ryan Donaldson, Andrew Rothney, Tim Delap, Antony Acheampong, Ian Davies, Maya Wasowicz, Sam Coulson, George Watkins, Annie Guy, AJ Bediako, Natahlia Colbourne, Yusuf Hofri, Eshan Gopal"
408,626192,1823,2429,the loft,2014,Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",the outsider,2014,Brian A. Miller,"Jason Patric, James Caan, Craig Fairbrass, Shannon Elizabeth, Johnny Messner, Melissa Ordway, Brittany Alger, William deVry, Mike Seal, Stephen Conroy, Philippe Radelet, William Hayden, Mark Oliver, Chelsea Bruland, Greg Sproles, Kevin Wayne, Tim Fields, Zack Tiegen, Garrett Saia, Joseph Uzzell, John R. Mangus, David Danello, John Michael Sudol, Don Abbatiello, Jesse Yarborough, Bobby Talbert, Scott Hunter, Tonie Farace, Roger L. Pfeiffer, Michael Whitener, Natalie Arias, Daniel Norris, Darren Drude, James DeWitt III, Brian A. Miller"
409,626297,1211,2432,war machine,2017,David Michd,"Brad Pitt, Daniel Betts, John Magaro, Emory Cohen",war machine,2017,David Michôd,"Brad Pitt, Tilda Swinton, Ben Kingsley, Anthony Michael Hall, Topher Grace, Will Poulter, LaKeith Stanfield, Emory Cohen, John Magaro, R.J. Cyler, Alan Ruck"
410,629794,717,2445,jupiter ascending,2015,"Lana Wachowski, Lilly Wachowski","Channing Tatum, Mila Kunis, Eddie Redmayne, Sean Bean",jupiter ascending,2015,"Lana Wachowski, Lilly Wachowski","Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne, Douglas Booth, Tuppence Middleton, Bae Doo-na, James D'Arcy, Tim Pigott-Smith, Christina Cole, Nikki Amuka-Bird, Gugu Mbatha-Raw, Nicholas A. Newman, Ramon Tikaram, Ariyon Bakare, Maria Doyle Kennedy, Frog Stone, David Ajala, Edward Hogg, Jeremy Swift, Kick Gurry, Larissa Kouznetsova, Demetri Theodorou, Lieve Carchon, Oleg Nasobin, Emily Warren, Vanessa Kirby, Spencer Wilding, Andy Ahrens, Charlotte Beaumont (III), Georgia Winters, Elsa Mollien, Sean Baker, Bryony Hannah, Sarah Campbell, Jiggy Bhore, Samuel Barnett, Claire Benedict, Peter Yapp, John Locke, Grant Stimpson, Sarah Crowden, Terry Gilliam, Rupert Frazer, Katherine Cunningham, Luke Neal, Simon Dutton, Neil Fingleton, Derek Lea, Joe Walking, Michela Meazza, Cliff Fleming, Jessica Newhouse-Smith, Jean Colas Prunier"
411,634359,965,2461,the layover,2017,William H. Macy,"Kate Upton, Alexandra Daddario, Matt Barr, Matt Jones",the disappointments room,2016,D.J. Caruso,"Kate Beckinsale, Mel Raido, Gerald McRaney, Lucas Till, Michaela Conlin, Duncan Joiner, Ella Jones, Michael Landes, Jennifer Leigh Mann, Marcia DeRousse, Celia Weston, Charles Carroll, Joely Fisher, Gino Crognale"
412,634732,140,2464,john wick: chapter 2,2017,Chad Stahelski,"Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose",john wick: chapter 2,2017,Chad Stahelski,"Keanu Reeves, John Leguizamo, Bridget Moynahan, Thomas Sadoski, Lance Reddick, Ian McShane, Common, Margaret Daly, Riccardo Scamarcio, Peter Stormare, Laurence Fishburne, Franco Nero"
413,636618,220,2469,the foreigner,2017,Martin Campbell,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy",the wedding ringer,2015,Jeremy Garelick,"Kevin Hart, Josh Gad, Kaley Cuoco, Affion Crockett, Jorge Garcia, Dan Gill, Corey Holcomb, Ken Howard, Colin Kane, Cloris Leachman, Jenifer Lewis, Alan Ritchson, Mimi Rogers, Aaron Takahashi, Olivia Thirlby, Whitney Cummings, Ignacio Serricchio, Nicky Whelan, Patrick Carlyle, Glozell Green, Tristin Mays, Robert Towers, Neal Israel, Justine Ezarik, Tyler Michael Brown, Peter Gilroy, Josh Peck, Hal Jeffrin, Rawson Marshall Thurber, Amy Okuda, Jeffrey Ross, Joe Namath, John Riggins, Ed Jones, David Burr, Anthony L. Fernandez, Lisa Donovan, Jessica Grace Namath, Olivia Rose Namath, Tracey Graves, Steve Greene, Steve Terada, Ashley Jones, Lindsay Pearce, Jackie Wade, Nikki Leigh"
414,636691,2450,2469,the family,2013,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",the wedding ringer,2015,Jeremy Garelick,"Kevin Hart, Josh Gad, Kaley Cuoco, Affion Crockett, Jorge Garcia, Dan Gill, Corey Holcomb, Ken Howard, Colin Kane, Cloris Leachman, Jenifer Lewis, Alan Ritchson, Mimi Rogers, Aaron Takahashi, Olivia Thirlby, Whitney Cummings, Ignacio Serricchio, Nicky Whelan, Patrick Carlyle, Glozell Green, Tristin Mays, Robert Towers, Neal Israel, Justine Ezarik, Tyler Michael Brown, Peter Gilroy, Josh Peck, Hal Jeffrin, Rawson Marshall Thurber, Amy Okuda, Jeffrey Ross, Joe Namath, John Riggins, Ed Jones, David Burr, Anthony L. Fernandez, Lisa Donovan, Jessica Grace Namath, Olivia Rose Namath, Tracey Graves, Steve Greene, Steve Terada, Ashley Jones, Lindsay Pearce, Jackie Wade, Nikki Leigh"
415,636912,2230,2469,the clapper,2017,Dito Montiel,"Amanda Seyfried, Leah Remini, Ed Helms, Alan Thicke",the wedding ringer,2015,Jeremy Garelick,"Kevin Hart, Josh Gad, Kaley Cuoco, Affion Crockett, Jorge Garcia, Dan Gill, Corey Holcomb, Ken Howard, Colin Kane, Cloris Leachman, Jenifer Lewis, Alan Ritchson, Mimi Rogers, Aaron Takahashi, Olivia Thirlby, Whitney Cummings, Ignacio Serricchio, Nicky Whelan, Patrick Carlyle, Glozell Green, Tristin Mays, Robert Towers, Neal Israel, Justine Ezarik, Tyler Michael Brown, Peter Gilroy, Josh Peck, Hal Jeffrin, Rawson Marshall Thurber, Amy Okuda, Jeffrey Ross, Joe Namath, John Riggins, Ed Jones, David Burr, Anthony L. Fernandez, Lisa Donovan, Jessica Grace Namath, Olivia Rose Namath, Tracey Graves, Steve Greene, Steve Terada, Ashley Jones, Lindsay Pearce, Jackie Wade, Nikki Leigh"
416,636942,2952,2469,the guest,2014,Adam Wingard,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore",the wedding ringer,2015,Jeremy Garelick,"Kevin Hart, Josh Gad, Kaley Cuoco, Affion Crockett, Jorge Garcia, Dan Gill, Corey Holcomb, Ken Howard, Colin Kane, Cloris Leachman, Jenifer Lewis, Alan Ritchson, Mimi Rogers, Aaron Takahashi, Olivia Thirlby, Whitney Cummings, Ignacio Serricchio, Nicky Whelan, Patrick Carlyle, Glozell Green, Tristin Mays, Robert Towers, Neal Israel, Justine Ezarik, Tyler Michael Brown, Peter Gilroy, Josh Peck, Hal Jeffrin, Rawson Marshall Thurber, Amy Okuda, Jeffrey Ross, Joe Namath, John Riggins, Ed Jones, David Burr, Anthony L. Fernandez, Lisa Donovan, Jessica Grace Namath, Olivia Rose Namath, Tracey Graves, Steve Greene, Steve Terada, Ashley Jones, Lindsay Pearce, Jackie Wade, Nikki Leigh"
417,636988,990,2469,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the wedding ringer,2015,Jeremy Garelick,"Kevin Hart, Josh Gad, Kaley Cuoco, Affion Crockett, Jorge Garcia, Dan Gill, Corey Holcomb, Ken Howard, Colin Kane, Cloris Leachman, Jenifer Lewis, Alan Ritchson, Mimi Rogers, Aaron Takahashi, Olivia Thirlby, Whitney Cummings, Ignacio Serricchio, Nicky Whelan, Patrick Carlyle, Glozell Green, Tristin Mays, Robert Towers, Neal Israel, Justine Ezarik, Tyler Michael Brown, Peter Gilroy, Josh Peck, Hal Jeffrin, Rawson Marshall Thurber, Amy Okuda, Jeffrey Ross, Joe Namath, John Riggins, Ed Jones, David Burr, Anthony L. Fernandez, Lisa Donovan, Jessica Grace Namath, Olivia Rose Namath, Tracey Graves, Steve Greene, Steve Terada, Ashley Jones, Lindsay Pearce, Jackie Wade, Nikki Leigh"
418,638400,2137,2472,the void,2016,"Jeremy Gillespie, Steven Kostanski","Aaron Poole, Kenneth Welsh, Daniel Fathers, Kathleen Munroe",kill the messenger,2014,Michael Cuesta,"Jeremy Renner, Rosemarie DeWitt, Ray Liotta, Tim Blake Nelson, Paz Vega, Mary Elizabeth Winstead, Michael Sheen, Robert Patrick, Barry Pepper, Andy Garcia, Joshua Close, Oliver Platt, Michael Kenneth Williams, Jena Sims, Robert Pralgo, Hajji Golightly, Ted Huckabee, Lucas Hedges, Matthew Lintz, Douglas Parker, Kai Schmoll, Aaron Farb, Tom Jordan, Clay Edmond Kraski, Yul Vázquez, Kristen Danch-Powell, Jen Harper, Manuel Rodriguez, Brett Rice, Jonathan Fritschi, Gil Bellows, Steve Coulter, Kenny Alfonso, Dan Futterman, Susan Walters, Richard Schiff, David de Vries, David Garver, Rhoda Griffis, Andrew Masset, E. Roger Mitchell, Kevin Harrison, Michael H. Cole"
419,642965,785,2484,the belko experiment,2016,Greg McLean,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley",the assignment,2017,Walter Hill,"Michelle Rodriguez, Tony Shalhoub, Anthony LaPaglia, Caitlin Gerard, Sigourney Weaver, Ken Kirzinger, Darryl Quon, Brent Langdon, Caroline Chan, Adrian Hough, John Callender, Bill Croft, Terry Chen, Lauro Chartrand, Chad Riley, Hugo Ateo, Jason Asuncion, Eltie Pearce, Lia Lam, Alex Zahara, Paul Lazenby, Zak Santiago, Paul McGillion"
420,648640,1773,2503,the visit,2015,M. Night Shyamalan,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",the vatican tapes,2015,Mark Neveldine,"Olivia Taylor Dudley, Michael Peña, Djimon Hounsou, Dougray Scott, John Patrick Amedori, Kathleen Robertson, Alex Sparrow, Cas Anvar, Peter Andersson, Sam Upton, Michael Halsey, Jarvis W. George, Michael Paré, Alex Corrado, Montanna Gillis, Chance Lang, Chance Langton, Noemi Gonzalez, Allegra Lucchesi, Ashley Gibson, Scott Sheldon, Max D. Adams, Ann Reilly, Amie Dellavalle, Alison Lohman, Michael Gabriel, Natasha Wright"
421,650762,1802,2512,the bourne legacy,2012,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn",the immigrant,2014,James Gray,"Marion Cotillard, Joaquin Phoenix, Jeremy Renner, Dagmara Dominczyk, Yelena Solovey, Ilia Volok, Maja Wampuszyc, Jicky Schnee, Angela Sarafyan"
422,651451,1303,2515,resident evil: the final chapter,2016,Paul W.S. Anderson,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts",resident evil: the final chapter,2017,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Iain Glen, Shawn Roberts, William Levy, Eoin Macken, Joon-Gi Lee, Fraser James, Ever Anderson"
423,653791,474,2523,f*&% the prom,2017,Benny Fine,"Danielle Campbell, Joel Courtney, Cameron Palatas, Aidan Alexander",the salvation,2015,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Mikael Persbrandt, Michael Raymond-James, Alexander Arnold, Nanna Øland Fabricius, Toke Lars Bjarke, Sean Cameron Michael, Jonathan Pryce, Eric Cantona, Douglas Henshall"
424,654216,1510,2523,the counselor,2013,Ridley Scott,"Michael Fassbender, Penlope Cruz, Cameron Diaz, Javier Bardem",the salvation,2015,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Mikael Persbrandt, Michael Raymond-James, Alexander Arnold, Nanna Øland Fabricius, Toke Lars Bjarke, Sean Cameron Michael, Jonathan Pryce, Eric Cantona, Douglas Henshall"
425,657608,257,2537,the maze runner,2014,Wes Ball,"Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster",the martian,2015,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña, Kate Mara, Sean Bean, Sebastian Stan, Aksel Hennie, Donald Glover, Mackenzie Davis, Chiwetel Ejiofor, Nick Mohammed, Shu Chen (II), Eddy Ko, Enzo Cilenti, Jonathan Aris, Gruffudd Glyn, Naomi Scott, Geoffrey Thomas, Benedict Wong, Narantsogt Tsogtsaikhan, Brian Caspe, Matt Devere, Szonja Oroszlán, Greg Decuir, Jr., Mark O'Neal, Peter Linka, Declan Hannigan, Peter Schueller, Waleska Latorre, Frederik Pleitgen, Nikolett Barabas, Karen Gagnon, Lili Bordán, Charlie Gardner, Nora Horich, Kamilla Fátyol, Xue Xuxing, Yang Liu, Richard B. Rifkin, Ben O'Brien, Balazas Medveczky, Scott Alexander Young, Yang Haiwen, Nicholas Wittman"
426,660061,40,2541,downsizing,2017,Alexander Payne,"Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig",downsizing,2017,Alexander Payne,"Matt Damon, Kristen Wiig, Christoph Waltz, Jason Sudeikis, Neil Patrick Harris, Laura Dern, Hong Chau, Udo Kier, Brigette Lundy-Paine, James Van Der Beek"
427,661253,317,2544,the book of henry,2017,Colin Trevorrow,"Naomi Watts, Jaeden Lieberher, Jacob Tremblay, Sarah Silverman",the book of henry,2017,Colin Trevorrow,"Naomi Watts, Jaeden Lieberher, Jacob Tremblay, Sarah Silverman, Lee Pace, Maddie Ziegler, Dean Norris, Maxwell Simkins, Bobby Moynihan, Jackson Nicoll, Marjan Neshat, Tonya Pinkins, Geraldine Hughes, Wass Stevens"
428,662098,2282,2545,amityville: the awakening,2017,Franck Khalfoun,"Jennifer Jason Leigh, Bella Thorne, Mckenna Grace, Cameron Monaghan",the rewrite,2015,Marc Lawrence,"Hugh Grant, Marisa Tomei, Bella Heathcote, Allison Janney, J.K. Simmons, Chris Elliott, Whit Baldwin, Vanessa Wasche, Enid Graham, Shannon C. Sullivan, Jason Antoon, Jenny Neale, Caroline Aaron, Billy Griffith, Kevin Kennedy, Ali Merhi, Lily Wen, Olivia Luccardi, John Deyle, Mark Nelson, Bruce Sabath, Karen Pittman, Veanne Cox, Maggie Geha, Damaris Lewis, Lauren Macklin, Nicole Patrick, Emily Morden, Annie Qian, Aja Naomi King, Andrew Keenan-Bolger, Steven Kaplan, Kate Cullen Roberts, Jeff Chena, Lauren Palmer, Ella Rubin, Ann S. Lawrence, Frank Harts, Kevin Carolan, Christina Pawl, Liz Callaway, Sean Patrick McGowan, Rebecca Luker, Sanjiv Jhaveri"
429,662437,2991,2545,the polka king,2017,Maya Forbes,"Jack Black, Jenny Slate, Jason Schwartzman, Jacki Weaver",the rewrite,2015,Marc Lawrence,"Hugh Grant, Marisa Tomei, Bella Heathcote, Allison Janney, J.K. Simmons, Chris Elliott, Whit Baldwin, Vanessa Wasche, Enid Graham, Shannon C. Sullivan, Jason Antoon, Jenny Neale, Caroline Aaron, Billy Griffith, Kevin Kennedy, Ali Merhi, Lily Wen, Olivia Luccardi, John Deyle, Mark Nelson, Bruce Sabath, Karen Pittman, Veanne Cox, Maggie Geha, Damaris Lewis, Lauren Macklin, Nicole Patrick, Emily Morden, Annie Qian, Aja Naomi King, Andrew Keenan-Bolger, Steven Kaplan, Kate Cullen Roberts, Jeff Chena, Lauren Palmer, Ella Rubin, Ann S. Lawrence, Frank Harts, Kevin Carolan, Christina Pawl, Liz Callaway, Sean Patrick McGowan, Rebecca Luker, Sanjiv Jhaveri"
430,662439,914,2545,the glass castle,2017,Destin Daniel Cretton,"Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson",the rewrite,2015,Marc Lawrence,"Hugh Grant, Marisa Tomei, Bella Heathcote, Allison Janney, J.K. Simmons, Chris Elliott, Whit Baldwin, Vanessa Wasche, Enid Graham, Shannon C. Sullivan, Jason Antoon, Jenny Neale, Caroline Aaron, Billy Griffith, Kevin Kennedy, Ali Merhi, Lily Wen, Olivia Luccardi, John Deyle, Mark Nelson, Bruce Sabath, Karen Pittman, Veanne Cox, Maggie Geha, Damaris Lewis, Lauren Macklin, Nicole Patrick, Emily Morden, Annie Qian, Aja Naomi King, Andrew Keenan-Bolger, Steven Kaplan, Kate Cullen Roberts, Jeff Chena, Lauren Palmer, Ella Rubin, Ann S. Lawrence, Frank Harts, Kevin Carolan, Christina Pawl, Liz Callaway, Sean Patrick McGowan, Rebecca Luker, Sanjiv Jhaveri"
431,662477,1024,2545,into the woods,2014,Rob Marshall,"Anna Kendrick, Meryl Streep, Chris Pine, Emily Blunt",the rewrite,2015,Marc Lawrence,"Hugh Grant, Marisa Tomei, Bella Heathcote, Allison Janney, J.K. Simmons, Chris Elliott, Whit Baldwin, Vanessa Wasche, Enid Graham, Shannon C. Sullivan, Jason Antoon, Jenny Neale, Caroline Aaron, Billy Griffith, Kevin Kennedy, Ali Merhi, Lily Wen, Olivia Luccardi, John Deyle, Mark Nelson, Bruce Sabath, Karen Pittman, Veanne Cox, Maggie Geha, Damaris Lewis, Lauren Macklin, Nicole Patrick, Emily Morden, Annie Qian, Aja Naomi King, Andrew Keenan-Bolger, Steven Kaplan, Kate Cullen Roberts, Jeff Chena, Lauren Palmer, Ella Rubin, Ann S. Lawrence, Frank Harts, Kevin Carolan, Christina Pawl, Liz Callaway, Sean Patrick McGowan, Rebecca Luker, Sanjiv Jhaveri"
432,662761,1883,2545,the wall,2017,Doug Liman,"Aaron Taylor-Johnson, John Cena, Laith Nakli",the rewrite,2015,Marc Lawrence,"Hugh Grant, Marisa Tomei, Bella Heathcote, Allison Janney, J.K. Simmons, Chris Elliott, Whit Baldwin, Vanessa Wasche, Enid Graham, Shannon C. Sullivan, Jason Antoon, Jenny Neale, Caroline Aaron, Billy Griffith, Kevin Kennedy, Ali Merhi, Lily Wen, Olivia Luccardi, John Deyle, Mark Nelson, Bruce Sabath, Karen Pittman, Veanne Cox, Maggie Geha, Damaris Lewis, Lauren Macklin, Nicole Patrick, Emily Morden, Annie Qian, Aja Naomi King, Andrew Keenan-Bolger, Steven Kaplan, Kate Cullen Roberts, Jeff Chena, Lauren Palmer, Ella Rubin, Ann S. Lawrence, Frank Harts, Kevin Carolan, Christina Pawl, Liz Callaway, Sean Patrick McGowan, Rebecca Luker, Sanjiv Jhaveri"
433,662804,2032,2545,the way way back,2013,"Nat Faxon, Jim Rash","Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb",the rewrite,2015,Marc Lawrence,"Hugh Grant, Marisa Tomei, Bella Heathcote, Allison Janney, J.K. Simmons, Chris Elliott, Whit Baldwin, Vanessa Wasche, Enid Graham, Shannon C. Sullivan, Jason Antoon, Jenny Neale, Caroline Aaron, Billy Griffith, Kevin Kennedy, Ali Merhi, Lily Wen, Olivia Luccardi, John Deyle, Mark Nelson, Bruce Sabath, Karen Pittman, Veanne Cox, Maggie Geha, Damaris Lewis, Lauren Macklin, Nicole Patrick, Emily Morden, Annie Qian, Aja Naomi King, Andrew Keenan-Bolger, Steven Kaplan, Kate Cullen Roberts, Jeff Chena, Lauren Palmer, Ella Rubin, Ann S. Lawrence, Frank Harts, Kevin Carolan, Christina Pawl, Liz Callaway, Sean Patrick McGowan, Rebecca Luker, Sanjiv Jhaveri"
434,662829,1126,2548,steve jobs,2015,Danny Boyle,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",steve jobs,2015,Danny Boyle,"Michael Fassbender, Kate Winslet, Seth Rogen, Katherine Waterston, Sarah Snook, Jeff Daniels, Michael Stuhlbarg, John Ortiz, Adam Shapiro, Perla Haney-Jardine, Ripley Sobo, Makenzie Moss, Vanessa Ross, Steven Wiig, John Steen, Stan Roth, Mihran Shlougian, Robert Anthony Peters, Noreen Lee, Gail Fenton, Karen Kahn, Rachel Caproni, Lily Tung Crystal, Damara Reilly, Marika Casteel, Dylan Freitas-D'Louhy, Chris Tomasso, John Chovanec, Daniel Liddle, Lora Oliver, Colm O'Riain, Anita Bennett, Greg Mills, Melissa Etezadi, Rick Chambers, Sara Welch, Emmett Miller, Marc Istook, Carlo Cecchetto, Kristina Guerrero, Bill Seward, Mark Mester, Derrin Horton"
435,665866,616,2562,the hunger games: catching fire,2013,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman",the hunger games: catching fire,2013,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Elizabeth Banks, Stanley Tucci, Jena Malone, Jeffrey Wright, Willow Shields, Paula Malcomson, Lenny Kravitz, E. Robert Mitchell, Amanda Plummer, Toby Jones, Lynn Cohen, Patrick St. Esprit, Meta Golding, Bruce Bundy, Bruno Gunn, Alan Ritchson, Maria Howell, Stephanie Leigh Schlund, Sam Claflin, Jack Quaid, Taylor St. Clair, Sandra Ellis Lafferty, Afemo Omilami, Kimberley Drummond, Deena Beasley, Leon Lamar, Mandy Neuhaus, Erika Bierman, Wilbur Fitzgerald, Jill Jane Clements, James Sutton, Megan Hayes, Stef Dawson, James Logan, Judd Derek Lormand, Maria Elena Sanchez, John Casino, Marian Green, Daniel Bernhardt, Ravi Naidu, Franco Castan"
436,667285,105,2577,suicide squad,2016,David Ayer,"Will Smith, Jared Leto, Margot Robbie, Viola Davis",suicide squad,2016,David Ayer,"Will Smith, Jared Leto, Margot Robbie, Joel Kinnaman, Viola Davis, Cara Delevingne, Jai Courtney, Adewale Akinnuoye-Agbaje, Jay Hernandez, Karen Fukuhara, Adam Beach, Jaime FitzSimons, Ike Barinholtz, Christopher Dyson, Bambadjan Bamba, Ted Whittall, David Harbour, Robin Atkin Downes, Robert B. Kennedy, Billy Otis, Shai Pierre-Dixon, James McGowan, Jim Parrack, Derek Perks, Common, Ezra Miller, Aidan Devine, Clive McLean, Frank Zupancic, Kent Sheridan, Roger Shank, Dwight Ireland, Amanda Brugel, Tufford Kennedy, Rosemary DeLosSantos, Kevin Hanchard, Alain Chanoine, Joel Lacoursiere, Jameson Kraemer, Ho Chow, Matt Baram, Birgitte Solem, Scott Eastwood, Kevin Vance, Alex Meraz, Tyler Grey, Nathaniel Brown, Kenneth Choi, Nicholas Van Burek, Agueda Cardenas, Corina Calderon, Daniela Uruena, Nicolas Uruena"
437,667978,1578,2578,the dictator,2012,Larry Charles,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",the angels' share,2013,Ken Loach,"Paul Brannigan, John Henshaw, Gary Maitland, William Ruane, Jasmin Riggins, Roger Allam, Siobhan Reilly, Charlie Maclean, Lorne MacFadyen, David Goodall, Jim Sweeney"
438,669305,2004,2585,half magic,2018,Heather Graham,"Heather Graham, Angela Kinsey, Stephanie Beatriz, Luke Arnold",half magic,2018,Heather Graham,"Heather Graham, Angela Kinsey, Stephanie Beatriz, Jason Lewis, Thomas Lennon, Chris D'Elia, Molly Shannon"
439,671348,1463,2597,neighbors 2: sorority rising,2016,Nicholas Stoller,"Seth Rogen, Rose Byrne, Zac Efron, Chlo Grace Moretz",neighbors 2: sorority rising,2016,Nicholas Stoller,"Seth Rogen, Zac Efron, Rose Byrne, Chloë Grace Moretz, Kiersey Clemons, Selena Gomez, Dave Franco, Lisa Kudrow, Ike Barinholtz, Christopher Mintz-Plasse, Beanie Feldstein, Carla Gallo, John Early, Johnny Pemberton, Kyle Mooney, Ian Gregg, Jacob Wysocki, Liz Cackowski, Kelsey Grammer, Sam Richardson, Billy Eichner, Brian Huskey, Elise Vargas, Jerrod Carmichael, Clara Mamet, Awkwafina, Hannibal Buress, Zoey Vargas, Abbi Jacobson, Miles Armstrong, Kemuel Crossty, Cameron Hillman, Denryc Hill, Cameron Hill, Brian K. Johnson, Robert Windsor Jones Jr., Harrison Thacker, Robert Windsor Jones Jr., Ciara Bravo"
440,673290,118,2604,the avengers,2012,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner",beyond the lights,2014,Gina Prince-Bythewood,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Danny Glover, Machine Gun Kelly, Darryl Stephens, Elaine Tan, Isaac Keys, Tyler Christopher, Benito Martinez, Aisha Hinds, India Jean-Jacques, Deidrie Henry, Estelle, Malieek Straughter, Brandon Wilson, Jordan Belfi, Greg Davis Jr, Sky Soleil, Hayley Marie Norman, Robert Locke, Laurie-Anne Gibson, Aml Ameen, Jesse  Woodrow, Onahoua Rodriguez, Wren T. Brown, Sean Anderson, Irving Whitlow, Wade Allain-Marcus, Ithamar Enriquez, Erika Ringor, Chris Barnes, Hector Bucio, Tom Wright, Tina D'Marco, Amy Johnson, Debra Lee Ortega, Roland Martin, Mark Ridley Thomas, Chaka Khan, Amare Stoudemire, Don Lemon, Gayle King, DeAndre Jordan, James Hardy, Ashley Hamilton, Brandee Evans, Christina Webber, Anisha Gibbs"
441,673385,306,2604,the revenant,2015,Alejandro G. Irritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",beyond the lights,2014,Gina Prince-Bythewood,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Danny Glover, Machine Gun Kelly, Darryl Stephens, Elaine Tan, Isaac Keys, Tyler Christopher, Benito Martinez, Aisha Hinds, India Jean-Jacques, Deidrie Henry, Estelle, Malieek Straughter, Brandon Wilson, Jordan Belfi, Greg Davis Jr, Sky Soleil, Hayley Marie Norman, Robert Locke, Laurie-Anne Gibson, Aml Ameen, Jesse  Woodrow, Onahoua Rodriguez, Wren T. Brown, Sean Anderson, Irving Whitlow, Wade Allain-Marcus, Ithamar Enriquez, Erika Ringor, Chris Barnes, Hector Bucio, Tom Wright, Tina D'Marco, Amy Johnson, Debra Lee Ortega, Roland Martin, Mark Ridley Thomas, Chaka Khan, Amare Stoudemire, Don Lemon, Gayle King, DeAndre Jordan, James Hardy, Ashley Hamilton, Brandee Evans, Christina Webber, Anisha Gibbs"
