,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
243,377031,768,1481,the week of,2018,Robert Smigel,"Adam Sandler, Whitney Rae Grandell, Steve Buscemi, Chris Rock",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
244,377064,833,1481,the lego movie,2014,"Phil Lord, Christopher Miller","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
245,377098,909,1481,the bfg,2016,Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",1
246,377130,990,1481,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
247,377352,1656,1481,the competition,2018,Harvey Lowry,"Thora Birch, Chris Klein, Claire Coffee, David Blue",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
248,377786,603,1483,the beach bum,2018,Harmony Korine,"Matthew McConaughey, Snoop Dogg, Isla Fisher, Stefania LaVie Owen",the confirmation,2016,Bob Nelson,"Clive Owen, Maria Bello, Patton Oswalt, Spencer Drever, Stephen Tobolowsky, Jaeden Lieberher, Tim Blake Nelson, Michael Eklund, Ryan Robbins, Robert Forster, Matthew Modine, Patrick Gilmore, Glenn Beck, John Stewart, Dean Wray, Tom Pickett, Luvia Petersen, Mel Tuck, Eliza Faria, Quinn Dubois, Arkie Kandola, Kwesi Ameyaw, Scott Patey, Elan Ross Gibson, Catherine Lough Haggquist, Jennifer Copping, Dave Collette, Gary Chalk",0
249,378191,2689,1483,the yellow birds,2017,Alexandre Moors,"Tye Sheridan, Jennifer Aniston, Alden Ehrenreich, Toni Collette",the confirmation,2016,Bob Nelson,"Clive Owen, Maria Bello, Patton Oswalt, Spencer Drever, Stephen Tobolowsky, Jaeden Lieberher, Tim Blake Nelson, Michael Eklund, Ryan Robbins, Robert Forster, Matthew Modine, Patrick Gilmore, Glenn Beck, John Stewart, Dean Wray, Tom Pickett, Luvia Petersen, Mel Tuck, Eliza Faria, Quinn Dubois, Arkie Kandola, Kwesi Ameyaw, Scott Patey, Elan Ross Gibson, Catherine Lough Haggquist, Jennifer Copping, Dave Collette, Gary Chalk",0
250,382980,1711,1500,vampire academy,2014,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne",vampire academy,2014,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne, Sarah Hyland, Joely Richardson, Cameron Monaghan, Sami Gayle, Ashley Charles, Claire Foy, Dominic Sherwood, Chris Mason Johnson, Ben Peel, Olga Kurylenko, Rolfe Kent",1
251,384063,718,1509,legend,2015,Brian Helgeland,"Tom Hardy, Emily Browning, Taron Egerton, Paul Anderson",legend,2015,Brian Helgeland,"Tom Hardy, Emily Browning, David Thewlis, Christopher Eccleston, Chazz Palminteri, Paul Bettany, Taron Egerton, Paul Anderson (XVIII), Tara Fitzgerald, Joshua Hill, Aneurin Barnard, Colin Morgan, Nicholas Farrell, Adam Fogerty, Mel Raido, Major Johnson Finley, Millie Brady, Chris Mason Johnson, Stephen Thompson, Sam Spruell, Alex Ferns, Martin McCreadie, Shane Attwooll, Richard Riddell, Huggy Leaver, Sam Hoare, Frankie Fitzgerald, Christopher Adamson, Alex Giannini, Duffy, Samantha Pearl, Mark Theodore, Lara Cazalet, Charley Palmer Rothwell, Tim Faraday, John Sessions, Kevin McNally, Tim Woodward, Nick Hendrix, Robert Ashby, Geoffrey Beevers, Jane Wood, Jon McKenna, John Sears, Stephen Lord, Lorraine Stanley, Ashley Byam, Carter Burwell",1
252,385293,731,1512,the equalizer 2,2018,Antoine Fuqua,"Denzel Washington, Pedro Pascal, Bill Pullman, Melissa Leo",the neighbor,2016,Marcus Dunstan,"Alex Essoe, Josh Stewart, Bill Engvall, Luke Edwards, Jaqueline Fleming, Melissa Bolona",0
253,387804,181,1521,the hitman's bodyguard,2017,Patrick Hughes,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Elodie Yung",the hitman's bodyguard,2017,Patrick Hughes,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Salma Hayek, Elodie Yung, Joaquim de Almeida, Kirsty Mitchell, Richard E. Grant",1
254,388833,2450,1526,the family,2013,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",the road,2012,Yam Laranas,"Carmina Villarroel, Carmina Villaroel, Marvin Agustin, Rhian Ramos, T.J. Trinidad, Barbie Forteza, John Regala, Allan Paule, Alden Richards, Louise De Los Reyes, Derrick Monasterio, Lexi Fernandez, Yna Asistio, Renz Valerio, Lloyd Samartino, Gerald Madrid, Jaclyn Jose, Dex Quindoza, Ana Abad Santos",0
255,391530,522,1539,brawl in cell block 99,2017,S. Craig Zahler,"Vince Vaughn, Jennifer Carpenter, Don Johnson, Udo Kier",brawl in cell block 99,2017,S. Craig Zahler,"Vince Vaughn, Don Johnson, Jennifer Carpenter, Marc Blucas, Rob Morgan, Geno Segers, Fred Melamed, Dan Amboyer, Mustafa Shakir",1
256,394036,397,1557,the lost city of z,2016,James Gray,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland",guardians of the galaxy,2014,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Lee Pace, Bradley Cooper, Michael Rooker, Karen Gillan, Benicio Del Toro, Djimon Hounsou, John C. Reilly, Glenn Close, Ophelia Lovibond, Gregg Henry, Vin Diesel, Josh Brolin, Laura Haddock, Sean Gunn, Peter Serafinowicz, Christopher Fairbank, Krystian Godlewski, Wyatt Oleff, Janis Ahern, Solomon Mousley, Lindsay Morton, Robert Firth, Melia Kreiling, Tom Proctor, Nick Holmes, Max Wrottesley, Stan Lee, Nicole Alexandra Shipley, Sharif Atkins, Brendan Fehr, Tomas Arana, Mikaela Hoover, Emmet Scanlan, Dominic Grant, Spencer Wilding, Alison Lintott, Alexis Rodney, Nathan Fillion, Keeley Forsyth, Frank Gilhooley, Alexis Denisof, Enzo Cilenti, Richard Katz, Enoch Frost, Ronan Summers, Laura Ortiz, Marama Corlett, Rosie Jones, Abidemi Sobande, Alex Rose, Ekaterina Zalitko, Emily Redding, Stephen Blackehart, Jennifer Moylan-Taylor, Bruce MacKinnon, Ralph Ineson, Rob Zombie, Naomi Ryan, John Brotherton, Graham Shiels, James Gunn (II), Doug Robson, Rachel Cullen, Isabella Poynton, Imogen Poynton, David Yarovesky, Miriam Lucia",0
257,395830,2333,1565,last knights,2015,Kazuaki Kiriya,"Clive Owen, Morgan Freeman, Aksel Hennie, Payman Maadi",last knights,2015,Kazuaki Kiriya,"Clive Owen, Brian Caspe, Morgan Freeman, Cliff Curtis, Tsuyoshi Ihara, Shohreh Aghdashloo, Aksel Hennie, Daniel Adegboyega, Michael J. Lombardi, Dave Legeno, Val Lauren, Noah Silver, Peyman Moaadi, Si-hyeon Park, Giorgio Caputo, Ayelet Zurer, James Babson, Sung-kee Ahn, Rose Caton",1
258,399991,1799,1581,american honey,2016,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi",american honey,2016,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi, Arielle Holmes, Crystal Ice, Shawna Rae Moseley, Crystal B. Ice, Verronikah Ezell, Chad McKenzie Cox, Garry Howell, Kenneth Kory Tucker, Raymond Coalson, Isaiah Stone, Dakota Powers, Christopher David Wright, Will Patton",1
259,400096,2033,1584,a most violent year,2014,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Alessandro Nivola",a most violent year,2015,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Albert Brooks, Alessandro Nivola, Elyes Gabel, Catalina Sandino Moreno, Peter Gerety, Christopher Abbott, Glenn Fleshler, David Margulies, Jerry Adler, Annie Funke, Matthew Maher, Pico Alexander, Nick Bailey, Frank Bal, Susan Blackwell, David Boston, Patrick Breen, Myrna Cabello, Chris Cardona, Teddy Canez, Suzanne Cerreta, Robert Clohessy, Teddy Coluca, Nat DeWolf, John Dinello, Kathleen Doyle, Giselle Eisenberg, Chester Jones III, Russell G. Jones, Linda Larson, Elizabeth Marvel, Quinn Meyers, Jimmy Palumbo, Patrick Pitu, Lorna Pruce, Jason Ralph (III), Steven Reich, Jenilyn Rodriguez, Ben Rosenfield (II), Zariah Singletary, Amiyah Steed, Daisy Tahan, John Douglas Thompson",1
260,400813,1605,1587,the drop,2014,Michal R. Roskam,"Tom Hardy, Noomi Rapace, James Gandolfini, Matthias Schoenaerts",the choice,2016,Ross Katz,"Benjamin Walker, Teresa Palmer, Alexandra Daddario, Maggie Grace, Tom Welling, Tom Wilkinson, Brett Rice, Jesse C. Boyd, Brad James, Noree Victoria, Anna Enger, Lou Lou Safran, Vance Griswold, Ashley LeConte Campbell, Sharon Blackwood, Marty Stonerock, Diane Sellers, Wilbur Fitzgerald, Callan White, Brett Kelley, Caity Brewer, Lori Lail Marette, Sofia Grillo, Joe Gallison, Veda Wilson, Simone Griffeth",0
261,405837,1094,1614,the breadwinner,2017,Nora Twomey,"Saara Chaudry, Soma Chhaya, Noorin Gulamgaus, Laara Sadiq",the breadwinner,2017,Nora Twomey,"Saara Chaudry, Soma Chhaya, Laara Sadiq, Shaista Latif, Ali Badshah, Noorin Gulamgaus, Kawa Ada",1
262,408456,1077,1624,the lodgers,2017,Brian O'Malley,"Charlotte Vega, David Bradley, Moe Dunford, Bill Milner",the debt,2016,Barney Elliott,"Stephen Dorff, Brooke Langton, David Strathairn, Alberto Ammann, Carlos Bardem, Nidia Bermejo, Lucho CÃ­Ã§ceres, MarÃ­_a AngÃ­Â©lica Vega, Emilran CossÃ­_o, Gabriela Bilotti",0
263,408878,127,1627,the beguiled,2017,Sofia Coppola,"Nicole Kidman, Kirsten Dunst, Elle Fanning, Colin Farrell",the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt, Karen Gillan, Marisa Tomei, Melissa Leo, Finn Wittrock, Max Greenfield, Billy Magnussen, Rafe Spall, Hamish Linklater, John Magaro, Byron Mann, Al Sapienza, Heighlen Boyd, Sue-Lynn Ansari, Brandon Stacy, Jeremy Strong, Sara Finley, Tracy Letts, Lindsay Musil, Ruby Lou Smith, Shona Gastian, Garrett Hines, Aaron V. Williamson, Adepero Oduye, Wayne Pibre, Judd Derek Lormand, Judd Lormand, Shauna Rappold, Dave Davis, Lara Grice, Vanessa Cloke, Candice Harrison, Aiden Flowers, Charlie Talbert, Michael K. Douglas, Carrie Lazar, Nicole Barrib, Billy Slaughter, Emily Bossak, Mark Falvo, Jae Suh Park, Juliet Reeves, Jeff Caperton, Tony Bentley, Hunter Burke, Jay Jablonski, Jaclyn Bethany, Elton LeBlanc, Jeffry Griffin, Nazeema Bartek, Tracy Mann, Paula Shreve, David Kallaway, Erika Vaughn, Tom Buis, Sidney Beitz, Mike R. Moreau, Colin Lawless, Stanley Wong, Holly Ann Perry, Jason Bayle, Andrea Vittoria Alvarado, Kristen Scott, Rajeev Jacob, Tom Bui, Leslie Castay, Marcus Lyle Brown, Lyle Brocato, Anthony Marble, Jack Millard, Tyler Kunkle, Patrick Kearns, Darly Wayne, Jesse Yarborough, Kelly Lind, Ryan Broussard, John Neisler, Daryl Thibodaux, Cynthia LeBlanc, Oscar Gale, David Michael Cefalu, Blaine Kern III, Michelle Torres, Elliott Grey, Peter Epstein, Mark Roman, Christopher Gulas, Michael Rollins, Blaine Kern III, Ronald Joe Vasquez, Jay Potter, Christina Michelle Williams, Paul Campanella, Alicia Davis Johnson, Staci Roberts Steele, Richard R. Corapi, Colette Divine, Candace McAdams, Jamie Gliddon",0
264,408945,255,1627,the big sick,2017,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano",the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt, Karen Gillan, Marisa Tomei, Melissa Leo, Finn Wittrock, Max Greenfield, Billy Magnussen, Rafe Spall, Hamish Linklater, John Magaro, Byron Mann, Al Sapienza, Heighlen Boyd, Sue-Lynn Ansari, Brandon Stacy, Jeremy Strong, Sara Finley, Tracy Letts, Lindsay Musil, Ruby Lou Smith, Shona Gastian, Garrett Hines, Aaron V. Williamson, Adepero Oduye, Wayne Pibre, Judd Derek Lormand, Judd Lormand, Shauna Rappold, Dave Davis, Lara Grice, Vanessa Cloke, Candice Harrison, Aiden Flowers, Charlie Talbert, Michael K. Douglas, Carrie Lazar, Nicole Barrib, Billy Slaughter, Emily Bossak, Mark Falvo, Jae Suh Park, Juliet Reeves, Jeff Caperton, Tony Bentley, Hunter Burke, Jay Jablonski, Jaclyn Bethany, Elton LeBlanc, Jeffry Griffin, Nazeema Bartek, Tracy Mann, Paula Shreve, David Kallaway, Erika Vaughn, Tom Buis, Sidney Beitz, Mike R. Moreau, Colin Lawless, Stanley Wong, Holly Ann Perry, Jason Bayle, Andrea Vittoria Alvarado, Kristen Scott, Rajeev Jacob, Tom Bui, Leslie Castay, Marcus Lyle Brown, Lyle Brocato, Anthony Marble, Jack Millard, Tyler Kunkle, Patrick Kearns, Darly Wayne, Jesse Yarborough, Kelly Lind, Ryan Broussard, John Neisler, Daryl Thibodaux, Cynthia LeBlanc, Oscar Gale, David Michael Cefalu, Blaine Kern III, Michelle Torres, Elliott Grey, Peter Epstein, Mark Roman, Christopher Gulas, Michael Rollins, Blaine Kern III, Ronald Joe Vasquez, Jay Potter, Christina Michelle Williams, Paul Campanella, Alicia Davis Johnson, Staci Roberts Steele, Richard R. Corapi, Colette Divine, Candace McAdams, Jamie Gliddon",0
265,409001,2450,1627,the family,2013,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt, Karen Gillan, Marisa Tomei, Melissa Leo, Finn Wittrock, Max Greenfield, Billy Magnussen, Rafe Spall, Hamish Linklater, John Magaro, Byron Mann, Al Sapienza, Heighlen Boyd, Sue-Lynn Ansari, Brandon Stacy, Jeremy Strong, Sara Finley, Tracy Letts, Lindsay Musil, Ruby Lou Smith, Shona Gastian, Garrett Hines, Aaron V. Williamson, Adepero Oduye, Wayne Pibre, Judd Derek Lormand, Judd Lormand, Shauna Rappold, Dave Davis, Lara Grice, Vanessa Cloke, Candice Harrison, Aiden Flowers, Charlie Talbert, Michael K. Douglas, Carrie Lazar, Nicole Barrib, Billy Slaughter, Emily Bossak, Mark Falvo, Jae Suh Park, Juliet Reeves, Jeff Caperton, Tony Bentley, Hunter Burke, Jay Jablonski, Jaclyn Bethany, Elton LeBlanc, Jeffry Griffin, Nazeema Bartek, Tracy Mann, Paula Shreve, David Kallaway, Erika Vaughn, Tom Buis, Sidney Beitz, Mike R. Moreau, Colin Lawless, Stanley Wong, Holly Ann Perry, Jason Bayle, Andrea Vittoria Alvarado, Kristen Scott, Rajeev Jacob, Tom Bui, Leslie Castay, Marcus Lyle Brown, Lyle Brocato, Anthony Marble, Jack Millard, Tyler Kunkle, Patrick Kearns, Darly Wayne, Jesse Yarborough, Kelly Lind, Ryan Broussard, John Neisler, Daryl Thibodaux, Cynthia LeBlanc, Oscar Gale, David Michael Cefalu, Blaine Kern III, Michelle Torres, Elliott Grey, Peter Epstein, Mark Roman, Christopher Gulas, Michael Rollins, Blaine Kern III, Ronald Joe Vasquez, Jay Potter, Christina Michelle Williams, Paul Campanella, Alicia Davis Johnson, Staci Roberts Steele, Richard R. Corapi, Colette Divine, Candace McAdams, Jamie Gliddon",0
266,409006,394,1627,the house,2017,Andrew Jay Cohen,"Will Ferrell, Amy Poehler, Ryan Simpkins, Jason Mantzoukas",the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt, Karen Gillan, Marisa Tomei, Melissa Leo, Finn Wittrock, Max Greenfield, Billy Magnussen, Rafe Spall, Hamish Linklater, John Magaro, Byron Mann, Al Sapienza, Heighlen Boyd, Sue-Lynn Ansari, Brandon Stacy, Jeremy Strong, Sara Finley, Tracy Letts, Lindsay Musil, Ruby Lou Smith, Shona Gastian, Garrett Hines, Aaron V. Williamson, Adepero Oduye, Wayne Pibre, Judd Derek Lormand, Judd Lormand, Shauna Rappold, Dave Davis, Lara Grice, Vanessa Cloke, Candice Harrison, Aiden Flowers, Charlie Talbert, Michael K. Douglas, Carrie Lazar, Nicole Barrib, Billy Slaughter, Emily Bossak, Mark Falvo, Jae Suh Park, Juliet Reeves, Jeff Caperton, Tony Bentley, Hunter Burke, Jay Jablonski, Jaclyn Bethany, Elton LeBlanc, Jeffry Griffin, Nazeema Bartek, Tracy Mann, Paula Shreve, David Kallaway, Erika Vaughn, Tom Buis, Sidney Beitz, Mike R. Moreau, Colin Lawless, Stanley Wong, Holly Ann Perry, Jason Bayle, Andrea Vittoria Alvarado, Kristen Scott, Rajeev Jacob, Tom Bui, Leslie Castay, Marcus Lyle Brown, Lyle Brocato, Anthony Marble, Jack Millard, Tyler Kunkle, Patrick Kearns, Darly Wayne, Jesse Yarborough, Kelly Lind, Ryan Broussard, John Neisler, Daryl Thibodaux, Cynthia LeBlanc, Oscar Gale, David Michael Cefalu, Blaine Kern III, Michelle Torres, Elliott Grey, Peter Epstein, Mark Roman, Christopher Gulas, Michael Rollins, Blaine Kern III, Ronald Joe Vasquez, Jay Potter, Christina Michelle Williams, Paul Campanella, Alicia Davis Johnson, Staci Roberts Steele, Richard R. Corapi, Colette Divine, Candace McAdams, Jamie Gliddon",0
267,409296,990,1627,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt, Karen Gillan, Marisa Tomei, Melissa Leo, Finn Wittrock, Max Greenfield, Billy Magnussen, Rafe Spall, Hamish Linklater, John Magaro, Byron Mann, Al Sapienza, Heighlen Boyd, Sue-Lynn Ansari, Brandon Stacy, Jeremy Strong, Sara Finley, Tracy Letts, Lindsay Musil, Ruby Lou Smith, Shona Gastian, Garrett Hines, Aaron V. Williamson, Adepero Oduye, Wayne Pibre, Judd Derek Lormand, Judd Lormand, Shauna Rappold, Dave Davis, Lara Grice, Vanessa Cloke, Candice Harrison, Aiden Flowers, Charlie Talbert, Michael K. Douglas, Carrie Lazar, Nicole Barrib, Billy Slaughter, Emily Bossak, Mark Falvo, Jae Suh Park, Juliet Reeves, Jeff Caperton, Tony Bentley, Hunter Burke, Jay Jablonski, Jaclyn Bethany, Elton LeBlanc, Jeffry Griffin, Nazeema Bartek, Tracy Mann, Paula Shreve, David Kallaway, Erika Vaughn, Tom Buis, Sidney Beitz, Mike R. Moreau, Colin Lawless, Stanley Wong, Holly Ann Perry, Jason Bayle, Andrea Vittoria Alvarado, Kristen Scott, Rajeev Jacob, Tom Bui, Leslie Castay, Marcus Lyle Brown, Lyle Brocato, Anthony Marble, Jack Millard, Tyler Kunkle, Patrick Kearns, Darly Wayne, Jesse Yarborough, Kelly Lind, Ryan Broussard, John Neisler, Daryl Thibodaux, Cynthia LeBlanc, Oscar Gale, David Michael Cefalu, Blaine Kern III, Michelle Torres, Elliott Grey, Peter Epstein, Mark Roman, Christopher Gulas, Michael Rollins, Blaine Kern III, Ronald Joe Vasquez, Jay Potter, Christina Michelle Williams, Paul Campanella, Alicia Davis Johnson, Staci Roberts Steele, Richard R. Corapi, Colette Divine, Candace McAdams, Jamie Gliddon",0
268,410555,85,1632,the disaster artist,2017,James Franco,"James Franco, Dave Franco, Ari Graynor, Seth Rogen",the gallows,2015,"Travis Cluff, Chris Lofing","Cassidy Gifford, Pfeifer Brown, Ryan Shoos, Reese Mishler, Alexis Schneider, Price T. Morgan, Mackie Burt, Travis Cluff, Melissa Bratton, ThÃ­Â©o Burkhardt, David Herrera, Gannon DelFierro, Adrian Salas, John Hales, Mark Hales, Shannon Wetzel, Caeleb Trace, Theo Stratigos, Paris Cluff, Jason James, Matt Benson, Kelly Davis, Ryan Wade, Trina Short, Ed Osuna, Shirley Hales, Jordan Hunter, Rebecca Dowty, Karen Kidder, Ed Nicolls, Daniel Short, Dave Kidder, Corey Costelloe, Derrik Carter, Nathan Healy, Jesse Cross, John Tanksly, Blake Taylor, Steven Hrdlicka, Jerris Ramirez, Terry Meyers, Kelley Yeager, Richie Mirlez, Burkelee Woods, Chris Akers, Jacob Burnett, Gabriela Duran, Milan Duran, Madison Ballew, Curt Barrow, Elaine Beckham, Alexa Benson, Jeff Smith, Brandon Cornejo, Brad Jacobson, Dorothy Snyder, Tom Milne, Paul Rutigliano, Reece Mishler",0
269,410668,303,1632,the gift,2015,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",the gallows,2015,"Travis Cluff, Chris Lofing","Cassidy Gifford, Pfeifer Brown, Ryan Shoos, Reese Mishler, Alexis Schneider, Price T. Morgan, Mackie Burt, Travis Cluff, Melissa Bratton, ThÃ­Â©o Burkhardt, David Herrera, Gannon DelFierro, Adrian Salas, John Hales, Mark Hales, Shannon Wetzel, Caeleb Trace, Theo Stratigos, Paris Cluff, Jason James, Matt Benson, Kelly Davis, Ryan Wade, Trina Short, Ed Osuna, Shirley Hales, Jordan Hunter, Rebecca Dowty, Karen Kidder, Ed Nicolls, Daniel Short, Dave Kidder, Corey Costelloe, Derrik Carter, Nathan Healy, Jesse Cross, John Tanksly, Blake Taylor, Steven Hrdlicka, Jerris Ramirez, Terry Meyers, Kelley Yeager, Richie Mirlez, Burkelee Woods, Chris Akers, Jacob Burnett, Gabriela Duran, Milan Duran, Madison Ballew, Curt Barrow, Elaine Beckham, Alexa Benson, Jeff Smith, Brandon Cornejo, Brad Jacobson, Dorothy Snyder, Tom Milne, Paul Rutigliano, Reece Mishler",0
270,410703,378,1632,we're the millers,2013,Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms",the gallows,2015,"Travis Cluff, Chris Lofing","Cassidy Gifford, Pfeifer Brown, Ryan Shoos, Reese Mishler, Alexis Schneider, Price T. Morgan, Mackie Burt, Travis Cluff, Melissa Bratton, ThÃ­Â©o Burkhardt, David Herrera, Gannon DelFierro, Adrian Salas, John Hales, Mark Hales, Shannon Wetzel, Caeleb Trace, Theo Stratigos, Paris Cluff, Jason James, Matt Benson, Kelly Davis, Ryan Wade, Trina Short, Ed Osuna, Shirley Hales, Jordan Hunter, Rebecca Dowty, Karen Kidder, Ed Nicolls, Daniel Short, Dave Kidder, Corey Costelloe, Derrik Carter, Nathan Healy, Jesse Cross, John Tanksly, Blake Taylor, Steven Hrdlicka, Jerris Ramirez, Terry Meyers, Kelley Yeager, Richie Mirlez, Burkelee Woods, Chris Akers, Jacob Burnett, Gabriela Duran, Milan Duran, Madison Ballew, Curt Barrow, Elaine Beckham, Alexa Benson, Jeff Smith, Brandon Cornejo, Brad Jacobson, Dorothy Snyder, Tom Milne, Paul Rutigliano, Reece Mishler",0
